Genes	B	CD4	CD8	CLP	CMP	Ery	GMP-A	GMP-B	GMP-C	HSC	LMPP	MEP	Mono	MPP	NK	pDC
SLC35G3	0	21	16	0	0	0	0	0	0	0	0	0	0	0	0	0
SLFN5	765	97024	81078	651	711	78	17	24	129	598	988	275	5385	362	90174	195
SLFN11	1288	1755	2153	4250	11703	1325	932	995	2421	5842	6611	12820	6585	6574	1555	2294
SLFN12	243	603	637	175	631	34	8	43	237	292	318	349	1876	390	2058	71
SLFN13	2018	2858	2359	5386	4563	4074	739	1107	1534	3733	4117	8241	242	2906	10308	980
SLFN12L	128	6503	6511	7	6	9	0	2	36	7	11	6	144	2	10029	9
SLFN14	24	121	98	23	115	20068	0	0	0	78	14	147	16	66	197	0
AP2B1	16710	29320	23982	19042	42645	31782	7530	7981	12871	35948	21421	43064	19969	38091	29057	16914
PEX12	202	727	514	101	450	121	33	35	216	343	311	636	248	431	381	50
RASL10B	0	19	6	3	133	1	10	51	0	142	91	64	1	97	2	1
GAS2L2	0	4	4	1	1	0	0	0	0	7	1	0	0	2	0	0
C17orf50	0	6	5	3	15	0	46	100	30	26	17	2	0	24	5	37
MMP28	0	315	194	134	109	0	10	7	0	591	236	10	0	374	2	1
TAF15	5130	8281	7070	6989	10752	2837	25576	26428	61812	7514	5520	12817	7946	8069	7915	30827
C17orf66	3	8	114	2	0	5	0	0	0	3	0	1	5	4	225	0
CCL5	97	3160	42925	15	160	45	62	39	0	228	80	22	134	29	55639	0
RDM1	0	10	23	112	145	11	13	48	0	68	55	99	1	39	124	39
LYZL6	0	5	2	0	0	0	0	0	0	0	0	0	0	0	19	0
CCL16	0	0	2	0	0	0	0	0	0	0	0	0	1	0	27	0
CTB-186H2.3	0	0	1	1	0	1	0	1	0	0	0	2	0	0	59	0
CCL15-CCL14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCL15	11	0	0	0	1	0	0	0	0	0	0	0	1	0	7	0
CCL14	0	0	0	0	0	0	0	0	0	1	0	0	0	0	21	0
CCL23	0	0	2	0	78	0	23	40	0	17	85	62	9	80	9	0
CCL18	0	0	0	3	0	0	0	0	0	0	0	0	0	0	5	0
CCL3	1	0	36	0	15	0	0	0	0	0	24	3	270	5	333	0
CCL4	88	198	5619	6	7	14	0	0	0	17	24	20	140	12	22501	0
TBC1D3B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCL3L3	0	0	3	0	0	0	0	2	0	0	0	0	5	0	13	1
CCL4L1	0	2	48	0	0	0	0	0	0	0	2	0	4	0	88	2
CCL3L1	1	4	8	0	0	0	0	0	0	3	2	0	32	2	8	0
CCL4L2	0	2	40	0	0	0	0	0	0	5	0	0	6	0	46	0
TBC1D3C	0	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0
TBC1D3H	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TBC1D3G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNHIT3	1458	3324	2161	1015	1939	278	81	135	225	1396	1052	2473	1602	1761	1401	280
PIGW	717	656	676	450	1309	410	147	116	277	756	621	1985	436	823	639	195
MYO19	773	1382	898	533	1318	525	409	464	615	746	783	2050	575	1067	803	414
GGNBP2	10152	18119	14442	5823	7345	4607	1413	1288	3919	4727	4661	9239	11139	5847	10453	8743
DHRS11	59	188	106	79	1248	172	178	83	71	279	300	2943	158	568	89	208
MRM1	4	34	18	1	20	0	94	206	7	26	12	163	8	14	9	16
LHX1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AATF	6842	10692	7777	3935	10346	1726	2794	3303	7109	6170	4765	12153	9890	6952	8825	6834
C17orf78	30	7	10	12	4	1	0	0	0	7	10	3	1	24	9	0
ACACA	2290	3187	2473	2986	11068	568	2226	1993	1480	6980	7108	10583	3364	8616	3360	2009
TADA2A	538	998	838	787	1054	670	56	234	343	535	934	1255	444	802	837	405
DUSP14	51	371	309	232	688	6	83	125	336	415	396	479	22	510	329	88
SYNRG	21854	29453	26531	9553	7692	4005	1222	572	1714	7207	5728	8000	6875	7464	27648	3002
DDX52	3284	3362	2977	4148	5869	3693	442	376	1313	3297	3722	7800	3646	4034	3912	946
HNF1B	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
TBC1D3F	4	16	9	2	0	0	0	1	0	4	3	9	11	4	10	6
TBC1D3	0	3	0	0	1	0	0	0	0	1	1	1	4	1	0	0
RP11-1407O15.2	586	694	575	432	481	207	55	11	38	444	252	379	317	416	527	98
MRPL45	857	1908	1239	1562	3446	322	336	319	488	2874	1864	4004	1639	3347	748	612
GPR179	11	116	51	6	33	3	1	0	30	32	39	29	33	23	19	0
SOCS7	275	451	324	258	911	62	265	368	677	576	492	602	356	636	282	529
ARHGAP23	8	2	3	365	666	1566	566	737	1508	1017	688	903	52	961	15	819
SRCIN1	0	4	1	0	0	0	4	0	32	10	1	0	5	4	4	0
C17orf96	9	3	18	17	68	0	1	15	1	41	39	231	6	58	52	68
MLLT6	5564	16945	11631	1344	5320	82	2106	2063	2264	6107	3162	5346	3531	6403	13933	4320
AC006449.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CISD3	97	181	124	17	270	0	16	38	48	169	84	337	314	185	378	42
CTB-58E17.5	0	0	1	0	1	0	0	0	0	11	2	0	8	0	5	0
PCGF2	1	2	8	0	2	0	0	0	0	5	4	1	31	10	16	36
PSMB3	546	1365	1092	1663	3214	774	316	384	741	1010	1162	3371	3497	1916	1337	968
PIP4K2B	3358	7655	5585	4195	9275	324	1326	2064	2802	9661	5045	9407	4448	9962	4534	4627
CWC25	1393	1480	977	1439	3214	880	754	806	1132	2089	1449	3653	3133	3155	1340	1689
C17orf98	0	1	0	0	3	0	4	0	0	0	7	2	5	14	0	0
RPL23	87720	189590	114880	66425	163513	11173	23433	23637	43416	121462	90636	161038	72066	153517	40361	39928
LASP1	4771	9606	9163	4849	11795	972	5053	7009	15173	8682	6616	13344	29228	11384	24804	20324
FBXO47	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	8
PLXDC1	5	1588	1414	118	13	44	0	1	0	14	12	7	9	41	1395	209
ARL5C	0	7	1	87	8	0	5	114	2	4	5	0	3	10	6	186
CACNB1	9	186	91	146	87	0	20	176	480	94	69	18	175	119	118	228
RPL19	78490	175137	107068	27266	203878	5754	43544	40665	67114	126432	77958	195916	83793	179115	27596	65824
STAC2	2	0	4	1	0	0	0	0	0	3	3	0	0	0	1	0
FBXL20	2666	3987	3015	2152	6282	3364	1722	1749	3455	4339	3178	8166	4569	5615	3589	1582
MED1	11636	16600	12460	9289	17340	6589	3650	3807	5562	10566	8311	19130	12158	12979	13675	6151
CDK12	13532	20007	13957	9677	14904	8705	3766	2613	6869	12070	8327	18027	17501	15108	15195	5716
NEUROD2	4	12	4	0	3	1	0	1	0	3	19	5	3	6	0	0
PPP1R1B	12	23	6	11	6	0	0	0	4	3	2	3	5	9	5	0
STARD3	210	1007	629	200	914	34	99	196	532	1140	316	1157	1293	1259	666	211
TCAP	5	14	17	5	11	3	8	1	0	12	0	3	22	12	17	6
PNMT	0	1	3	1	33	3	0	2	0	27	0	355	2	77	0	0
ERBB2	153	229	186	40	122	69	30	37	125	121	58	93	197	271	1168	24
PGAP3	113	296	273	20	606	11	149	153	1536	446	243	842	397	662	583	161
MIEN1	513	827	573	551	1369	375	193	137	339	805	484	1586	1476	983	1210	181
GRB7	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0
IKZF3	19095	12306	13758	110	41	9	0	0	0	0	1	29	2	1	17747	0
ZPBP2	55	6	0	0	0	0	0	0	0	0	0	2	0	0	0	0
GSDMB	453	670	744	331	57	222	29	32	0	35	72	45	73	39	487	116
ORMDL3	717	1419	1155	260	995	349	255	177	248	471	270	944	360	572	1021	1408
LRRC3C	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0
GSDMA	3	156	142	6	1	0	0	0	0	2	0	2	0	10	71	0
PSMD3	1354	1694	1195	847	3518	549	2029	2363	3120	2310	1423	4752	2536	3617	1051	1392
CSF3	1	0	0	0	1	0	1	0	0	1	0	0	0	2	5	0
THRA	298	2035	1449	264	2063	113	1341	2130	4464	1486	1054	4084	1307	2505	1274	688
MED24	596	890	436	293	2250	352	508	662	1168	1412	819	3485	1016	1945	684	1088
NR1D1	154	1651	950	69	346	0	206	198	14	432	271	896	495	728	311	10
MSL1	9181	11428	9085	8748	10536	4115	1729	1976	3876	7753	6022	10320	14436	9466	9515	4033
CASC3	6680	11692	7548	6667	16209	5922	3090	3649	3808	9976	6985	18318	12872	12834	9057	6475
RAPGEFL1	69	215	85	36	189	18	8	5	184	139	110	173	262	202	33	56
WIPF2	5861	5379	3772	3606	6225	1681	1762	1715	4177	4551	2939	7956	8101	4745	6082	4245
CDC6	138	76	158	2525	4832	4606	2177	2471	4845	1003	2463	5701	91	1071	137	6595
RARA	340	529	336	11	752	1	607	907	2870	830	277	873	5314	1317	309	1374
CTD-2267D19.3	108	1	4	0	118	0	1	12	0	19	7	71	34	18	1	8
GJD3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TOP2A	2142	1482	1277	86987	43523	61654	5441	8262	23593	13755	24480	40764	4576	8935	1575	50028
IGFBP4	631	165	118	9	8	2	1	43	0	12	36	0	13	10	230	65
TNS4	0	33	85	0	2	0	0	0	1	0	0	0	2	0	90	0
CCR7	9225	39916	25523	14	24	20	0	18	26	79	555	23	7	58	401	446
SMARCE1	11482	10044	9851	11142	15450	3475	1224	1399	3401	11457	8195	15560	8229	13355	9478	7281
KRT222	0	4	6	6	0	0	0	0	0	0	0	0	0	0	0	0
KRT24	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
KRT25	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRT26	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
KRT27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRT28	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM99	65	147	86	40	96	4	26	2	0	42	84	163	18	143	184	4
KRT10	568	519	460	381	468	76	72	46	49	244	232	457	263	416	347	140
KRT12	0	10	3	0	0	0	0	0	0	0	0	0	0	3	1	0
KRT20	0	2	6	0	4	0	0	0	0	1	0	0	0	1	1	0
KRT23	0	0	0	0	1	0	0	0	0	0	1	4	121	0	1	0
KRT39	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0
KRT40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRTAP3-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRTAP3-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRTAP3-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRTAP1-5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
KRTAP1-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRTAP1-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRTAP1-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRTAP2-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRTAP2-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRTAP2-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRTAP2-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRTAP4-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRTAP4-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRTAP4-16P	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRTAP4-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRTAP4-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRTAP4-12	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRTAP4-6	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
KRTAP4-5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRTAP4-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRTAP4-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRTAP4-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRTAP4-1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
KRTAP9-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRTAP9-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRTAP9-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRTAP9-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRTAP9-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRTAP9-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRTAP9-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRTAP9-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRTAP29-1	1	7	6	0	1	0	0	0	21	0	0	0	0	2	5	0
KRTAP16-1	1	19	2	0	0	0	7	18	0	0	1	0	0	0	5	0
KRTAP17-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRT33A	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
KRT33B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRT34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRT31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRT37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRT38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRT32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRT35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRT36	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
KRT13	0	0	0	0	0	15	0	0	0	0	0	120	2	21	0	0
KRT15	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0
KRT19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRT9	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
KRT14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRT16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRT17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EIF1	31224	48890	31411	18087	35876	9332	7075	6060	15151	32062	13398	28513	48337	36727	20388	27309
GAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP1	0	0	0	8	2	0	2	0	0	1	1	1	0	0	0	0
JUP	1744	22	9	1201	4431	4	2224	1717	5136	8260	3813	3023	5151	11817	41	1150
LEPREL4	1	86	59	2	505	0	27	8	4	252	132	280	3	374	180	7
FKBP10	3	2	0	0	138	0	2	0	6	162	8	26	2	117	5	0
KLHL10	25	69	69	28	107	11	0	0	0	30	20	19	22	56	73	1
NT5C3B	280	621	350	280	746	5	278	579	971	860	487	575	465	1002	153	269
KLHL11	2149	2757	2556	1960	2533	771	425	442	318	2728	1356	2744	1502	2572	2069	1373
ACLY	4544	6771	5403	4255	16108	2492	4170	3805	4853	7673	6429	20511	10597	10732	6918	10461
CNP	1573	1907	1258	869	3299	509	855	1302	1134	2170	1401	3529	3154	3200	1451	3608
NKIRAS2	861	1749	1180	1656	5604	739	1222	1775	4845	3582	2088	5519	9609	4372	1384	3045
DNAJC7	10088	12880	10321	9056	14667	3306	3223	3150	7270	9708	7339	15006	19334	11536	10130	6456
ZNF385C	16	52	9	5	211	0	175	261	2882	135	371	78	67	257	4	447
DHX58	90	303	178	20	438	0	12	13	432	88	122	155	296	181	68	5
KAT2A	209	498	296	55	1130	1	578	272	619	603	655	1313	295	990	158	161
HSPB9	10	10	4	0	13	0	0	4	0	4	9	1	10	14	1	5
CTD-2132N18.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB5C	1154	1314	896	317	2094	209	1128	671	1730	1162	926	1923	5029	1588	1160	1063
KCNH4	7	2	2	0	18	1	18	4	7	4	0	25	4	19	3	2
HCRT	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0
GHDC	114	179	188	39	1035	1	257	209	1489	454	291	896	722	850	224	393
STAT5B	4008	20509	10512	3636	18235	2734	2113	1746	3473	12729	4783	19415	10519	17118	6600	4625
STAT5A	1148	3758	2870	715	18417	72	1773	1576	1389	11361	3770	31846	5123	18599	1529	1058
STAT3	5658	10323	7187	1428	13005	244	2081	2813	3351	11916	4240	15166	17645	12926	8909	3306
PTRF	3	36	3	2	4234	0	228	95	0	7162	779	6048	9	8591	0	1
ATP6V0A1	4196	960	627	351	4115	9144	447	206	2549	4573	1639	4735	8485	5560	138	1850
NAGLU	460	190	145	15	451	6	144	131	110	365	275	577	450	336	192	41
HSD17B1	60	84	49	26	73	0	19	168	57	68	53	77	48	93	80	65
COASY	300	764	499	152	1656	73	510	739	914	664	756	2383	1754	1185	552	1727
MLX	754	2024	1454	997	2658	370	510	487	1232	1621	1170	2918	5306	2137	1523	625
PSMC3IP	24	93	50	90	134	127	36	95	81	50	79	107	116	47	64	248
TUBG1	79	112	147	233	1373	1575	486	729	1829	458	667	2000	226	691	120	5345
FAM134C	3359	6360	4505	1870	2464	2115	823	720	3019	2295	1445	2800	3725	2532	7162	1804
TUBG2	6	153	70	8	59	84	3	27	9	143	67	58	63	114	53	42
PLEKHH3	19	15	4	2	2	69	46	0	2	8	11	1	16	1	0	33
CNTNAP1	206	374	192	180	30	27	63	15	0	177	63	14	251	133	233	144
CCR10	6	6	1	2	1	1	0	0	0	3	1	0	8	1	2	0
EZH1	4184	5518	3242	1050	1596	2627	399	309	1098	2738	1306	1388	3727	2503	3560	656
RAMP2	0	0	0	0	1	0	0	0	0	9	28	0	0	22	0	1
VPS25	1609	877	801	744	2474	483	167	274	1202	1087	1114	3021	1997	1810	1059	642
WNK4	29	17	6	1	0	1	3	76	3	2	7	5	25	2	8	13
COA3	199	284	215	354	684	155	205	265	582	390	455	817	449	525	651	100
CNTD1	704	435	377	171	65	49	32	7	8	199	93	120	431	151	283	50
PSME3	7061	10278	8530	8216	21727	2286	4703	5653	13879	11220	11509	24309	18278	13505	11359	7007
BECN1	976	2006	1322	724	1109	408	114	309	264	1007	483	941	1875	875	1336	713
AOC2	25	58	33	6	27	1	19	71	0	62	1	4	96	14	14	4
AOC3	0	17	12	0	1	0	13	0	0	6	1	2	7	4	2	31
G6PC	1	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0
AARSD1	11	41	28	5	26	25	25	0	1	9	21	9	8	15	46	0
PTGES3L-AARSD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTGES3L	9	2	1	1	658	3	115	25	74	334	380	581	7	342	4	47
RUNDC1	1478	910	815	733	748	330	244	189	748	700	633	781	1383	757	793	563
RPL27	42199	88010	53458	21482	57880	5509	5033	5808	9033	38289	26475	61018	30864	52080	18925	7272
IFI35	189	300	258	39	306	2	13	155	51	498	178	332	908	347	282	175
VAT1	634	1461	639	331	10591	11	5819	3413	1034	2047	2071	5071	2318	2585	684	500
RND2	2	12	0	8	20	6	2	3	0	56	9	1	1	52	0	59
BRCA1	989	570	722	5757	8038	5850	1952	1975	3812	2197	5104	9577	1207	2416	761	4661
NBR1	6781	16067	12326	1817	9903	12968	1884	2224	2761	10329	4642	15503	25217	11685	16912	9011
TMEM106A	1777	457	358	851	2265	30	1237	728	2474	1781	1050	1270	1832	2307	703	2764
ARL4D	107	24	29	3	41	1	0	0	0	14	4	18	21	12	90	18
DHX8	2995	4675	3299	3054	5040	1753	1421	1331	2086	3421	2882	5933	6778	4139	4219	3059
ETV4	2	23	9	14	25	0	6	9	0	5	0	29	8	13	5	6
MEOX1	0	99	54	0	1	0	0	0	0	0	0	0	0	0	0	0
SOST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUSP3	246	537	377	98	3312	3	1903	2083	4420	5946	2599	1171	6413	5996	328	2586
C17orf105	0	4	0	0	8	0	1	0	0	15	2	1	7	5	1	9
MPP3	0	0	0	0	6	0	0	6	0	66	14	2	9	54	0	0
CD300LG	0	0	1	0	0	0	0	0	0	8	0	0	0	1	0	0
MPP2	0	88	55	5	64	0	2	3	37	54	19	34	0	55	2	46
FAM215A	0	0	0	1	23	0	1	0	71	11	27	5	0	26	0	0
RP11-527L4.2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1
PPY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYY	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	8
NAGS	13	5	3	0	0	0	0	0	0	8	0	0	59	5	36	2
TMEM101	219	695	366	120	1511	46	161	579	347	675	606	1125	964	993	335	522
LSM12	824	1381	920	1576	1913	813	373	502	1183	965	869	2120	1383	1314	1247	841
G6PC3	563	590	478	210	3976	16	2106	2092	5183	2257	1569	4024	2589	3249	660	1460
HDAC5	653	874	507	205	1136	12	244	356	1309	1131	615	285	1601	2345	390	1362
C17orf53	115	63	45	65	805	130	217	296	576	274	289	1177	57	254	23	486
ASB16	2	0	0	0	1	1	10	0	0	2	0	4	0	11	3	0
TMUB2	1416	1370	834	245	1634	117	437	598	173	1546	567	1699	2526	1938	511	815
ATXN7L3	955	1493	1134	501	1559	73	741	805	3072	987	681	1961	2316	1269	767	2211
UBTF	4310	5173	4987	2537	8348	2345	2472	2425	5196	4602	3582	8439	2913	6486	3901	5739
AC003102.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003043.1	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
SLC4A1	0	6	9	22	1	43355	0	0	0	9	2	6	54	26	2	2
RUNDC3A	6	4	2	0	20	130	4	2	0	85	1	3	16	13	8	0
SLC25A39	817	2111	1604	157	4315	4726	1046	1228	2679	1628	1976	6089	2321	3338	766	2435
GRN	522	321	238	16	4326	14	4597	9038	24981	1984	2716	2301	49429	3096	665	13401
FAM171A2	0	0	2	0	55	0	48	22	3	82	11	28	4	138	1	29
ITGA2B	10	25	6	1	8169	1	33	270	0	157	17	17306	16	1254	17	71
GPATCH8	13886	19900	13655	8565	13063	2378	4368	3871	9004	10326	6293	13435	12546	11753	19197	9449
FZD2	0	0	4	0	5	0	4	42	55	0	16	0	337	1	14	156
C17orf104	89	172	131	40	121	8	33	49	30	91	70	155	136	102	170	73
CCDC43	564	749	629	1410	1490	186	59	65	368	789	908	1461	1238	1423	787	332
DBF4B	105	165	77	160	994	66	320	671	1435	184	311	999	123	420	46	454
ADAM11	0	1	1	0	5	0	0	1	0	8	6	3	0	4	0	0
GJC1	23	0	2	353	91	0	11	0	5	42	39	41	7	71	1	171
HIGD1B	36	87	48	31	44	19	46	14	10	43	48	47	53	18	41	13
CCDC103	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
EFTUD2	2147	3442	2623	1905	8681	1043	2368	3568	4006	4563	4859	10183	8050	6112	3445	3083
FAM187A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GFAP	1	6	8	0	6	0	0	0	1	3	14	9	15	0	0	0
KIF18B	3	15	9	493	1097	855	733	1232	2179	146	365	1439	122	282	41	3134
C1QL1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0
NMT1	2396	4781	3339	1214	4206	1255	840	928	1545	2768	2043	6069	5702	4044	3439	1643
DCAKD	654	2202	1711	1008	6935	410	1558	1989	4331	3788	2846	7733	1697	6317	1251	2025
ACBD4	15	77	37	2	40	6	8	2	0	31	18	42	77	169	18	3
PLCD3	82	36	35	3	25	0	3	0	1	30	31	29	168	48	34	123
HEXIM1	2412	4007	2969	1231	2519	5561	1257	810	1328	1465	765	1896	3660	2507	3378	2926
HEXIM2	325	199	118	53	75	10	5	16	0	85	48	56	114	81	82	4
FMNL1	2535	4076	2237	216	3789	2	1058	1840	5038	2947	1583	4286	15654	3865	3457	6266
SPATA32	35	90	49	7	7	0	0	2	134	127	14	11	6	3	15	1
ARHGAP27	1470	1201	769	1318	660	1	600	490	2213	1386	1224	231	7238	1460	1770	8260
PLEKHM1	1176	1235	995	453	1129	320	486	433	1251	1174	560	950	3819	1920	1495	1064
CRHR1	94	187	134	53	187	16	12	16	0	236	198	125	71	227	118	61
SPPL2C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAPT	34	55	31	35	19	6	4	18	20	70	39	17	5	74	116	7
STH	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
KANSL1	13733	24558	16490	8104	12943	2894	3318	3859	4632	10450	6150	12906	13550	12485	17076	7170
LRRC37A	140	214	102	244	94	11	10	54	34	133	84	54	102	130	226	100
ARL17B	74	104	54	70	45	5	5	5	11	39	28	32	31	31	72	35
LRRC37A2	739	834	528	634	488	100	131	95	105	509	456	254	513	706	782	473
ARL17A	118	179	162	151	161	34	5	4	36	117	100	101	116	113	206	82
NSF	2415	2887	2574	2502	6212	1365	387	995	1429	3042	3438	5349	8731	2941	3602	1572
WNT3	161	47	43	8	1	0	0	0	0	1	2	90	64	8	187	0
WNT9B	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
GOSR2	1821	1793	1623	688	1763	745	265	164	203	1541	815	3322	1351	1840	1247	443
RP11-156P1.2	1	2	1	0	0	0	0	0	0	1	1	0	1	0	0	0
RPRML	8	0	0	0	1	1	0	0	0	0	2	0	1	1	0	0
CDC27	6806	8500	6257	7762	8931	61156	1116	1545	2408	7287	4282	13191	5433	7348	7608	1715
MYL4	27	1	0	2	177	3122	0	0	0	0	0	760	5	29	0	0
ITGB3	98	9	16	3	6738	24	0	0	0	53	0	1667	92	1183	36	0
EFCAB13	2229	946	922	399	440	155	23	27	47	820	359	348	392	738	340	52
NPEPPS	4516	4740	3270	3260	5615	1134	338	365	892	3821	3772	6350	6117	4734	3767	990
KPNB1	8509	12946	10148	12082	26852	4382	6163	6700	16531	17805	11388	27010	8926	20664	11212	9875
TBKBP1	4	98	80	10	172	0	61	71	898	330	161	38	159	476	334	28
TBX21	33	181	641	2	0	3	0	0	0	2	0	2	7	0	6266	0
OSBPL7	202	426	265	24	335	0	110	149	194	579	227	389	200	449	418	288
MRPL10	553	1440	1659	295	2191	169	664	459	872	1570	702	1764	1208	1809	2243	899
LRRC46	19	50	14	11	42	5	14	4	6	7	21	55	11	18	58	10
SCRN2	50	147	68	3	317	2	29	20	60	155	132	244	65	374	55	157
SP6	0	2	7	1	1	0	0	0	0	4	0	2	2	19	0	0
SP2	2152	3317	1963	1364	3173	1447	2075	1961	5187	2102	1455	3684	5551	3245	2274	4534
PNPO	143	312	369	129	589	189	152	136	1024	589	377	2251	921	662	202	239
PRR15L	6	20	16	0	4	0	0	0	0	11	17	4	4	3	7	0
CDK5RAP3	1158	1639	1251	693	5040	217	970	713	1810	2172	1683	4797	4009	3235	1247	2344
COPZ2	305	9	27	0	22	1	0	0	0	40	15	1	108	29	317	0
NFE2L1	2598	2071	1100	595	3586	217	1152	1018	2106	1973	1075	4206	3064	2554	1764	2598
CBX1	5776	6122	4828	8078	15179	1598	5320	5968	17310	9236	7291	16739	8205	10599	7268	22169
SNX11	972	978	620	200	402	140	95	109	256	256	199	719	1235	334	1018	239
SKAP1	2674	11118	7461	4	594	115	0	1	1	3243	276	773	10	2305	10895	1
HOXB1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
HOXB2	45	286	126	73	187	74	15	21	92	349	98	136	24	389	216	38
HOXB4	20	20	22	15	187	4	18	32	18	249	223	245	1	320	175	23
HOXB5	2	2	0	0	125	3	25	13	0	442	131	10	0	352	0	0
